"Sandy loam"||"37206957"|"37868326"
"Sandy clay loam"||"37206959"|"37868029"
"Sandy clay"||"37206966"|"37868477"
"Fine sand"||"37206968"|"37868180"
"Sandy clay loam"||"37206975"|"37868033"
"Clay loam"||"37206977"|"37868331"
"Sand"||"37206982"|"37868481"
"Fine sandy loam"||"37206984"|"37868184"
"Sand"||"37206991"|"37868037"
"Clay"||"37206993"|"37868335"
"Loamy sand"||"37207000"|"37868188"
"Clay loam"||"37207002"|"37868486"
"Silty clay loam"||"37207007"|"37868041"
"Sandy clay loam"||"37207009"|"37868339"
"Fine sandy loam"||"37207011"|"37868042"
"Sand"||"37207016"|"37868192"
"Silt loam"||"37207018"|"37868490"
"Sandy loam"||"37207025"|"37868343"
"Loamy sand"||"37207027"|"37868046"
"Sandy loam"||"37207032"|"37868196"
"Fine sand"||"37207034"|"37868494"
"Sand"||"37207036"|"37868197"
"Sandy clay loam"||"37207041"|"37868347"
"Sandy clay"||"37207043"|"37868050"
"Clay"||"37207050"|"37868498"
"Sandy loam"||"37207052"|"37868201"
"Sand"||"37207057"|"37868351"
"Sandy clay loam"||"37207059"|"37868054"
"Loamy sand"||"37207061"|"37868352"
"Clay loam"||"37207066"|"37868502"
"Fine sand"||"37207068"|"37868205"
"Sandy loam"||"37207075"|"37868058"
"Clay loam"||"37207077"|"37868356"
"Sand"||"37207084"|"37868209"
"Sandy loam"||"37207086"|"37868507"
"Clay loam"||"37207091"|"37868062"
"Sandy loam"||"37207093"|"37868360"
"Sandy loam"||"37207100"|"37868213"
"Sandy loam"||"37207102"|"37868511"
"Fine sandy loam"||"37207109"|"37868364"
"Loamy sand"||"37207111"|"37868067"
"Very fine sandy loam"||"37207116"|"37868217"
"Sandy loam"||"37207118"|"37868515"
"Loam"||"37207125"|"37868368"
"Loamy sand"||"37207127"|"37868071"
"Sandy clay loam"||"37207134"|"37868519"
"Fine sand"||"37207136"|"37868222"
"Sandy clay"||"37207141"|"37868372"
"Fine sand"||"37207143"|"37868075"
"Clay"||"37207150"|"37868523"
"Silty clay loam"||"37207152"|"37868226"
"Sandy loam"||"37207159"|"37868079"
"Sandy clay loam"||"37207161"|"37868377"
"Sand"||"37207166"|"37868527"
"Loamy sand"||"37207168"|"37868230"
"Clay loam"||"37207175"|"37868083"
"Sandy loam"||"37207177"|"37868381"
"Loamy sand"||"37207184"|"37868234"
"Loamy sand"||"37207186"|"37868532"
"Loamy sand"||"37207191"|"37868087"
"Fine sandy loam"||"37207193"|"37868385"
"Sandy clay loam"||"37207200"|"37868238"
"Sandy loam"||"37207202"|"37868536"
"Sandy clay loam"||"37207209"|"37868389"
"Sandy loam"||"37207211"|"37868092"
"Fine sandy loam"||"37207216"|"37868242"
"Loamy fine sand"||"37207218"|"37868540"
"Sandy loam"||"37207225"|"37868542"
"Sandy loam"||"37207227"|"37868245"
"Fine sand"||"37207234"|"37868098"
"Sandy loam"||"37207236"|"37868396"
"Sandy clay loam"||"37207241"|"37868546"
"Loamy sand"||"37207243"|"37868249"
"Sandy clay loam"||"37207250"|"37868102"
"Fine sandy loam"||"37207252"|"37868400"
"Sandy loam"||"37207259"|"37868253"
"Sand"||"37207261"|"37868551"
"Loam"||"37207266"|"37868106"
"Silty clay"||"37207268"|"37868404"
"Sandy loam"||"37207270"|"37868107"
"Fine sand"||"37207275"|"37868257"
"Clay loam"||"37207277"|"37868555"
"Loamy fine sand"||"37207284"|"37868408"
"Loamy sand"||"37207286"|"37868111"
"Sandy loam"||"37207291"|"37868261"
"Sand"||"37207293"|"37868559"
"Sandy clay loam"||"37207295"|"37868262"
"Clay"||"37207300"|"37868412"
"Sandy clay"||"37207302"|"37868115"
"Clay loam"||"37207309"|"37868563"
"Fine sandy loam"||"37207311"|"37868266"
"Sandy loam"||"37207318"|"37868268"
"Clay loam"||"37207320"|"37868566"
"Loamy sand"||"37207325"|"37868121"
"Loam"||"37207327"|"37868419"
"Sand"||"37207334"|"37868272"
"Sandy loam"||"37206752"|"37867977"
"Loamy sand"||"37206753"|"37868126"
"Sandy clay loam"||"37206754"|"37868275"
"Clay"||"37206755"|"37868424"
"Sandy loam"||"37206756"|"37867978"
"Sand"||"37206769"|"37868130"
"Clay"||"37206770"|"37868279"
"Fine sandy loam"||"37206771"|"37868428"
"Sandy loam"||"37206772"|"37867982"
"Clay loam"||"37206786"|"37868283"
"Clay"||"37206787"|"37868432"
"Sandy loam"||"37206788"|"37867986"
"Fine sand"||"37206789"|"37868135"
"Loamy sand"||"37206803"|"37868436"
"Sandy clay loam"||"37206804"|"37867990"
"Loamy sand"||"37206805"|"37868139"
"Silty clay loam"||"37206806"|"37868288"
"Fine sandy loam"||"37206819"|"37868440"
"Sand"||"37206820"|"37867994"
"Clay loam"||"37206821"|"37868143"
"Sand"||"37206822"|"37868292"
"Loam"||"37206836"|"37867998"
"Sandy clay loam"||"37206837"|"37868147"
"Loam"||"37206838"|"37868296"
"Loam"||"37206839"|"37868445"
"Loamy sand"||"37206853"|"37868151"
"Sandy clay"||"37206854"|"37868300"
"Sandy clay loam"||"37206855"|"37868449"
"Loam"||"37206856"|"37868003"
"Sandy clay"||"37206869"|"37868155"
"Clay"||"37206870"|"37868304"
"Loamy sand"||"37206871"|"37868453"
"Sandy loam"||"37206872"|"37868007"
"Loamy sand"||"37206873"|"37868156"
"Loamy fine sand"||"37206886"|"37868308"
"Sandy loam"||"37206887"|"37868457"
"Sandy clay loam"||"37206888"|"37868011"
"Clay loam"||"37206889"|"37868160"
"Clay loam"||"37206903"|"37868461"
"Fine sandy loam"||"37206904"|"37868015"
"Sandy loam"||"37206905"|"37868164"
"Clay loam"||"37206906"|"37868313"
"Sand"||"37206920"|"37868168"
"Sandy clay loam"||"37206921"|"37868317"
"Loamy sand"||"37206922"|"37868466"
"Sandy loam"||"37206923"|"37868020"
"Sandy clay loam"||"37206936"|"37868172"
"Loam"||"37206937"|"37868321"
"Sandy clay loam"||"37206938"|"37868470"
"Silty clay loam"||"37206939"|"37868024"
"Clay loam"||"37206953"|"37868325"
"Clay"||"37206954"|"37868474"
"Loam"||"37206955"|"37868028"
"Sandy loam"||"37206956"|"37868177"
"Fine sandy loam"||"37206970"|"37868478"
"Sand"||"37206971"|"37868032"
"Loamy fine sand"||"37206972"|"37868181"
"Clay loam"||"37206973"|"37868330"
"Silt loam"||"37206986"|"37868482"
"Loamy sand"||"37206987"|"37868036"
"Loamy fine sand"||"37206988"|"37868185"
"Sand"||"37206989"|"37868334"
"Silt loam"||"37206990"|"37868483"
"Loamy fine sand"||"37207003"|"37868040"
"Sandy clay loam"||"37207004"|"37868189"
"Fine sandy loam"||"37207005"|"37868338"
"Loamy fine sand"||"37207006"|"37868487"
"Loamy fine sand"||"37207020"|"37868193"
"Fine sandy loam"||"37207021"|"37868342"
"Sandy clay"||"37207022"|"37868491"
"Loam"||"37207023"|"37868045"
"Loam"||"37207037"|"37868346"
"Sandy clay loam"||"37207038"|"37868495"
"Sand"||"37207039"|"37868049"
"Sandy loam"||"37207040"|"37868198"
"Loamy sand"||"37207053"|"37868350"
"Fine sandy loam"||"37207054"|"37868499"
"Sandy loam"||"37207055"|"37868053"
"Loamy sand"||"37207056"|"37868202"
"Sandy loam"||"37207070"|"37868503"
"Fine sandy loam"||"37207071"|"37868057"
"Sandy loam"||"37207072"|"37868206"
"Loamy sand"||"37207073"|"37868355"
"Clay"||"37207087"|"37868061"
"Loam"||"37207088"|"37868210"
"Sand"||"37207089"|"37868359"
"Sandy loam"||"37207090"|"37868508"
"Loamy fine sand"||"37207103"|"37868065"
"Loam"||"37207104"|"37868214"
"Sandy clay loam"||"37207105"|"37868363"
"Sand"||"37207106"|"37868512"
"Sand"||"37207107"|"37868066"
"Sandy loam"||"37207120"|"37868218"
"Loamy sand"||"37207121"|"37868367"
"Sand"||"37207122"|"37868516"
"Sand"||"37207123"|"37868070"
"Fine sandy loam"||"37207137"|"37868371"
"Sandy loam"||"37207138"|"37868520"
"Loamy sand"||"37207139"|"37868074"
"Sandy loam"||"37207140"|"37868223"
"Clay"||"37207154"|"37868524"
"Clay"||"37207155"|"37868078"
"Loamy sand"||"37207156"|"37868227"
"Loamy fine sand"||"37207157"|"37868376"
"Clay loam"||"37207170"|"37868528"
"Sandy clay loam"||"37207171"|"37868082"
"Sandy clay loam"||"37207172"|"37868231"
"Loamy sand"||"37207173"|"37868380"
"Fine sandy loam"||"37207187"|"37868086"
"Loam"||"37207188"|"37868235"
"Fine sandy loam"||"37207189"|"37868384"
"Clay loam"||"37207190"|"37868533"
"Sandy loam"||"37207204"|"37868239"
"Sandy loam"||"37207205"|"37868388"
"Loam"||"37207206"|"37868537"
"Sandy loam"||"37207207"|"37868091"
"Sandy loam"||"37207220"|"37868243"
"Fine sandy loam"||"37207221"|"37868392"
"Sandy clay loam"||"37207222"|"37868541"
"Loam"||"37207223"|"37868095"
"Sandy clay loam"||"37207224"|"37868244"
"Sandy loam"||"37207224"|"37868393"
"Fine sandy loam"||"37207237"|"37868545"
"Sandy loam"||"37207238"|"37868099"
"Loam"||"37207239"|"37868248"
"Silty clay loam"||"37207240"|"37868397"
"Clay loam"||"37207254"|"37868103"
"Loamy sand"||"37207255"|"37868252"
"Loamy fine sand"||"37207256"|"37868401"
"Sandy loam"||"37207257"|"37868550"
"Loamy sand"||"37207271"|"37868256"
"Loam"||"37207272"|"37868405"
"Loamy sand"||"37207273"|"37868554"
"Sand"||"37207274"|"37868108"
"Fine sand"||"37207287"|"37868260"
"Loam"||"37207288"|"37868409"
"Sandy clay loam"||"37207289"|"37868558"
"Loamy sand"||"37207290"|"37868112"
"Fine sandy loam"||"37207304"|"37868413"
"Loamy sand"||"37207305"|"37868562"
"Fine sandy loam"||"37207306"|"37868116"
"Loam"||"37207307"|"37868265"
"Fine sandy loam"||"37207321"|"37868120"
"Sandy loam"||"37207322"|"37868269"
"Loam"||"37207323"|"37868418"
"Clay"||"37207324"|"37868567"
"Sandy clay loam"||"37206749"|"37868125"
"Sandy loam"||"37206751"|"37868423"
"Sandy loam"||"37206758"|"37868276"
"Sandy loam"||"37206760"|"37867979"
"Loamy fine sand"||"37206765"|"37868129"
"Loam"||"37206767"|"37868427"
"Loamy sand"||"37206774"|"37868280"
"Sandy clay"||"37206776"|"37867983"
"Sandy loam"||"37206783"|"37868431"
"Silt loam"||"37206785"|"37868134"
"Silt loam"||"37206790"|"37868284"
"Sand"||"37206792"|"37867987"
"Sandy loam"||"37206799"|"37868435"
"Sandy clay loam"||"37206801"|"37868138"
"Sand"||"37206808"|"37867991"
"Sandy clay"||"37206810"|"37868289"
"Sandy loam"||"37206815"|"37868439"
"Sandy loam"||"37206817"|"37868142"
"Sand"||"37206824"|"37867995"
"Sandy loam"||"37206826"|"37868293"
"Sandy loam"||"37206833"|"37868146"
"Sandy loam"||"37206835"|"37868444"
"Loamy sand"||"37206840"|"37867999"
"Loam"||"37206842"|"37868297"
"Fine sand"||"37206849"|"37868150"
"Clay"||"37206851"|"37868448"
"Loamy sand"||"37206858"|"37868301"
"Sand"||"37206860"|"37868004"
"Clay"||"37206865"|"37868154"
"Loamy sand"||"37206867"|"37868452"
"Clay"||"37206874"|"37868305"
"Clay"||"37206876"|"37868008"
"Fine sandy loam"||"37206883"|"37868456"
"Sandy loam"||"37206885"|"37868159"
"Sandy clay"||"37206890"|"37868309"
"Loamy sand"||"37206892"|"37868012"
"Sandy loam"||"37206894"|"37868310"
"Sandy loam"||"37206899"|"37868460"
"Sandy loam"||"37206901"|"37868163"
"Sandy loam"||"37206908"|"37868016"
"Sand"||"37206910"|"37868463"
"Sandy clay loam"||"37206910"|"37868314"
"Silt loam"||"37206915"|"37868018"
"Sandy loam"||"37206917"|"37868316"
"Loam"||"37206919"|"37868019"
"Sandy clay loam"||"37206924"|"37868169"
"Sandy loam"||"37206926"|"37868467"
"Sandy loam"||"37206933"|"37868320"
"Silty clay loam"||"37206935"|"37868023"
"Sandy loam"||"37206940"|"37868173"
"Sandy clay loam"||"37206942"|"37868471"
"Silty clay loam"||"37206944"|"37868174"
"Clay loam"||"37206949"|"37868324"
"Fine sand"||"37206951"|"37868027"
"Fine sand"||"37206958"|"37868475"
"Loamy sand"||"37206960"|"37868178"
"Loam"||"37206967"|"37868031"
"Clay"||"37206969"|"37868329"
"Loamy sand"||"37206974"|"37868479"
"Fine sand"||"37206976"|"37868182"
"Loam"||"37206983"|"37868035"
"Sandy loam"||"37206985"|"37868333"
"Loamy sand"||"37206992"|"37868186"
"Loamy sand"||"37206994"|"37868484"
"Sandy loam"||"37206999"|"37868039"
"Fine sandy loam"||"37207001"|"37868337"
"Sandy loam"||"37207008"|"37868190"
"Sandy loam"||"37207010"|"37868488"
"Sandy clay loam"||"37207017"|"37868341"
"Fine sandy loam"||"37207019"|"37868044"
"Clay loam"||"37207024"|"37868194"
"Sand"||"37207026"|"37868492"
"Loamy sand"||"37207033"|"37868345"
"Loamy sand"||"37207035"|"37868048"
"Loam"||"37207042"|"37868496"
"Sandy clay loam"||"37207044"|"37868199"
"Clay loam"||"37207049"|"37868349"
"Sandy clay loam"||"37207051"|"37868052"
"Loamy sand"||"37207058"|"37868500"
"Sandy loam"||"37207060"|"37868203"
"Sandy clay loam"||"37207067"|"37868056"
"Sandy loam"||"37207069"|"37868354"
"Clay loam"||"37207074"|"37868504"
"Sand"||"37207076"|"37868207"
"Silty clay"||"37207083"|"37868060"
"Sand"||"37207085"|"37868358"
"Clay"||"37207092"|"37868211"
"Fine sand"||"37207094"|"37868509"
"Fine sandy loam"||"37207099"|"37868064"
"Loam"||"37207101"|"37868362"
"Fine sandy loam"||"37207108"|"37868215"
"Sandy loam"||"37207110"|"37868513"
"Sandy clay loam"||"37207117"|"37868366"
"Loamy sand"||"37207119"|"37868069"
"Silt loam"||"37207124"|"37868219"
"Loamy sand"||"37207126"|"37868517"
"Loam"||"37207133"|"37868370"
"Sandy loam"||"37207135"|"37868073"
"Sand"||"37207142"|"37868521"
"Loamy sand"||"37207144"|"37868224"
"Loamy sand"||"37207149"|"37868374"
"Loamy sand"||"37207151"|"37868077"
"Loamy sand"||"37207153"|"37868375"
"Loam"||"37207158"|"37868525"
"Silty clay"||"37207160"|"37868228"
"Sandy loam"||"37207167"|"37868081"
"Loam"||"37207169"|"37868379"
"Loamy sand"||"37207174"|"37868529"
"Clay"||"37207176"|"37868232"
"Fine sandy loam"||"37207178"|"37868530"
"Sandy loam"||"37207183"|"37868085"
"Sandy loam"||"37207185"|"37868383"
"Loam"||"37207192"|"37868236"
"Sandy loam"||"37207194"|"37868534"
"Sandy clay loam"||"37207201"|"37868387"
"Sandy loam"||"37207203"|"37868090"
"Loam"||"37207208"|"37868240"
"Sandy loam"||"37207210"|"37868538"
"Sandy loam"||"37207217"|"37868391"
"Clay"||"37207219"|"37868094"
"Loamy sand"||"37207226"|"37868096"
"Sandy clay loam"||"37207228"|"37868394"
"Fine sandy loam"||"37207233"|"37868544"
"Silt loam"||"37207235"|"37868247"
"Very fine sandy loam"||"37207242"|"37868100"
"Silt loam"||"37207244"|"37868398"
"Loamy sand"||"37207251"|"37868251"
"Clay"||"37207253"|"37868549"
"Sandy loam"||"37207258"|"37868104"
"Sand"||"37207260"|"37868402"
"Loamy sand"||"37207267"|"37868255"
"Sand"||"37207269"|"37868553"
"Loamy fine sand"||"37207276"|"37868406"
"Loamy sand"||"37207278"|"37868109"
"Sandy clay loam"||"37207283"|"37868259"
"Sandy loam"||"37207285"|"37868557"
|"Muck"|"37207292"|"37868410"
"Silty clay loam"||"37207294"|"37868113"
"Sand"||"37207301"|"37868561"
"Silt loam"||"37207303"|"37868264"
"Clay"||"37207308"|"37868414"
"Sand"||"37207310"|"37868117"
"Sandy clay loam"||"37207317"|"37868565"
"Sandy loam"||"37207317"|"37868119"
"Loamy sand"||"37207319"|"37868417"
"Silt loam"||"37207326"|"37868270"
"Sandy loam"||"37207328"|"37868568"
"Clay"||"37207333"|"37868123"
"Silt loam"||"37207335"|"37868421"
